Venue Name,Venue Physical Address,Region,Country,Full Address,Latitude,Longitude
Worlds End Bar and Restaurant,"SHOP 7 FRASER COVE 229-233 FRASER STREET
TAURANGA CENTRAL
TAURANGA 3001
TAURANGA CENTRAL
TAURANGA 3001
NEW ZEALAND",Bay of Plenty,New Zealand,"Worlds End Bar and Restaurant SHOP 7 FRASER COVE 229-233 FRASER STREET
TAURANGA CENTRAL
TAURANGA 3001
TAURANGA CENTRAL
TAURANGA 3001
NEW ZEALAND Bay of Plenty New Zealand ",-37.712382,176.1514233
KOPU STATION HOTEL,"1 Kopu Road
Kopu
THAMES
WAIKATO 3578
NEW ZEALAND",Waikato,New Zealand,"KOPU STATION HOTEL 1 Kopu Road
Kopu
THAMES
WAIKATO 3578
NEW ZEALAND Waikato New Zealand ",-37.184069,175.569954
Rhyleys Bar and Grill,"80 THE STRAND
WHAKATANE CENTRAL
WHAKATANE 3080",Bay of Plenty,New Zealand,"Rhyleys Bar and Grill 80 THE STRAND
WHAKATANE CENTRAL
WHAKATANE 3080 Bay of Plenty New Zealand ",-37.9503059,176.9979414
THE BALMORAL BOWLING CLUB INCORPORATED,"14 MONT LE GRAND ROAD
BALMORAL
AUCKLAND 1003",Auckland,New Zealand,"THE BALMORAL BOWLING CLUB INCORPORATED 14 MONT LE GRAND ROAD
BALMORAL
AUCKLAND 1003 Auckland New Zealand ",-36.8836111,174.7502778
WESTERN LIGHTS INN,"217 TRIANGLE ROAD
MASSEY
AUCKLAND 0614",Auckland,New Zealand,"WESTERN LIGHTS INN 217 TRIANGLE ROAD
MASSEY
AUCKLAND 0614 Auckland New Zealand ",-36.8413742,174.62096
ORIGINS BAR,"WESTGATE COMPLEX CORNER N W M'WAY AND STATE HIGHWAY 16 SHOP L1
HENDERSON
AUCKLAND 0612",Auckland,New Zealand,"ORIGINS BAR WESTGATE COMPLEX CORNER N W M'WAY AND STATE HIGHWAY 16 SHOP L1
HENDERSON
AUCKLAND 0612 Auckland New Zealand ",-36.8213672,174.6123723
Zoo Eatery & Lounge,"385 GREAT NORTH ROAD
HENDERSON
AUCKLAND 0612",Auckland,New Zealand,"Zoo Eatery & Lounge 385 GREAT NORTH ROAD
HENDERSON
AUCKLAND 0612 Auckland New Zealand ",-36.8789334,174.6317411
PACIFIC BAR & RESTAURANT,"10 TIDAL ROAD
MANGERE
MANUKAU 1701",Auckland,New Zealand,"PACIFIC BAR & RESTAURANT 10 TIDAL ROAD
MANGERE
MANUKAU 1701 Auckland New Zealand ",-36.9755987,174.8167962
BRIDGE PARK BOWLING CLUB INC,"27A TAYLOR ROAD
MANGERE BRIDGE
MANUKAU 2151
NEW ZEALAND",Auckland,New Zealand,"BRIDGE PARK BOWLING CLUB INC 27A TAYLOR ROAD
MANGERE BRIDGE
MANUKAU 2151
NEW ZEALAND Auckland New Zealand ",-36.9457432,174.7839745
PANMURE SUPERBOWL,"523A ELLERSLIE PANMURE HIGHWAY
MT WELLINGTON
AUCKLAND 1006",Auckland,New Zealand,"PANMURE SUPERBOWL 523A ELLERSLIE PANMURE HIGHWAY
MT WELLINGTON
AUCKLAND 1006 Auckland New Zealand ",-36.8990644,174.847335
OPAL LOUNGE,"628 GREAT SOUTH ROAD
OTAHUHU
AUCKLAND 1062",Auckland,New Zealand,"OPAL LOUNGE 628 GREAT SOUTH ROAD
OTAHUHU
AUCKLAND 1062 Auckland New Zealand ",-36.9554478,174.8512429
WHITEHOUSE TAVERN,"DUMAS PLACE
PAPAKURA
SOUTH AUCKLAND 1703",Auckland,New Zealand,"WHITEHOUSE TAVERN DUMAS PLACE
PAPAKURA
SOUTH AUCKLAND 1703 Auckland New Zealand ",-37.0743349,174.9304635
The Lumsden Freehouse,"444 KHYBER PASS ROAD
NEWMARKET
AUCKLAND 1149",Auckland,New Zealand,"The Lumsden Freehouse 444 KHYBER PASS ROAD
NEWMARKET
AUCKLAND 1149 Auckland New Zealand ",-36.867368,174.77756
New Zealand All Golds Cosmopolitan Club,"1ST FLOOR, MEMBERS STAND
AVONDALE RACE COURSE 
2-48 ASH STREET
AVONDALE
AUCKLAND 1746
NEW ZEALAND",Auckland,New Zealand,"New Zealand All Golds Cosmopolitan Club 1ST FLOOR, MEMBERS STAND
AVONDALE RACE COURSE 
2-48 ASH STREET
AVONDALE
AUCKLAND 1746
NEW ZEALAND Auckland New Zealand ",-36.8978146,174.6911488
TITIRANGI GOLF CLUB INCORPORATED,"LINKS ROAD
NEW LYNN
WAITAKERE CITY 1007",Auckland,New Zealand,"TITIRANGI GOLF CLUB INCORPORATED LINKS ROAD
NEW LYNN
WAITAKERE CITY 1007 Auckland New Zealand ",-36.9176156,174.6877759
THE FARRIERS ARMS,"17 NORTHUMBERLAND STREET
WAIPUKURAU
HAWKES BAY 4200
NEW ZEALAND",Hawke's Bay,New Zealand,"THE FARRIERS ARMS 17 NORTHUMBERLAND STREET
WAIPUKURAU
HAWKES BAY 4200
NEW ZEALAND Hawke's Bay New Zealand ",-39.9936937,176.5545996
ROBBIES RICCARTON,"201 CLARENCE STREET
RICCARTON
CHRISTCHURCH 8041",Canterbury,New Zealand,"ROBBIES RICCARTON 201 CLARENCE STREET
RICCARTON
CHRISTCHURCH 8041 Canterbury New Zealand ",-43.5297891,172.603186
PARKHOUSE TAVERN,"6 TENAHAUN PLACE
HILLMORTON
CHRISTCHURCH 8002",Canterbury,New Zealand,"PARKHOUSE TAVERN 6 TENAHAUN PLACE
HILLMORTON
CHRISTCHURCH 8002 Canterbury New Zealand ",-43.5435298,172.5687514
GARDEN CITY BOWL,"15-21 IVERSEN TERRACE
PHILLIPSTOWN
CHRISTCHURCH 8011",Canterbury,New Zealand,"GARDEN CITY BOWL 15-21 IVERSEN TERRACE
PHILLIPSTOWN
CHRISTCHURCH 8011 Canterbury New Zealand ",-43.5415632,172.6482354
EDGEWARE SPORTS BAR,"72 EDGEWARE ROAD
ST ALBANS
CHRISTCHURCH 8014",Canterbury,New Zealand,"EDGEWARE SPORTS BAR 72 EDGEWARE ROAD
ST ALBANS
CHRISTCHURCH 8014 Canterbury New Zealand ",-43.5135697,172.6375252
WAIHOLA CAFE & BAR,"GREENWICH STREET
WAIHOLA
DUNEDIN 9057",Otago,New Zealand,"WAIHOLA CAFE & BAR GREENWICH STREET
WAIHOLA
DUNEDIN 9057 Otago New Zealand ",-46.0230212,170.0949803
NORTH EAST VALLEY BOWLING CLUB,"139 NORTH ROAD
NORTH EAST VALLEY
DUNEDIN 9001",Otago,New Zealand,"NORTH EAST VALLEY BOWLING CLUB 139 NORTH ROAD
NORTH EAST VALLEY
DUNEDIN 9001 Otago New Zealand ",-45.8507657,170.5240088
COOPERS BEACH COMBINED BOWLING CLUB,"STATE HIGHWAY 10
COOPERS BEACH
NORTHLAND 0557",Northland,New Zealand,"COOPERS BEACH COMBINED BOWLING CLUB STATE HIGHWAY 10
COOPERS BEACH
NORTHLAND 0557 Northland New Zealand ",-34.9926973,173.50429
FAR NORTH (KAITAIA) RSA,"12-18 MATTHEWS AVENUE
KAITAIA
NORTHLAND 0410",Northland,New Zealand,"FAR NORTH (KAITAIA) RSA 12-18 MATTHEWS AVENUE
KAITAIA
NORTHLAND 0410 Northland New Zealand ",-35.1130964,173.2657468
PAIHIA EX-SERVICEMEN'S ASSOCIATION,"CORNER SCHOOL AND JOYCES ROADS
PAIHIA
NORTHLAND 0200",Northland,New Zealand,"PAIHIA EX-SERVICEMEN'S ASSOCIATION CORNER SCHOOL AND JOYCES ROADS
PAIHIA
NORTHLAND 0200 Northland New Zealand ",-35.2846221,174.0900421
THE KAIKOHE AND DISTRICT MEMORIAL RSA INCORPORATED,"158 BROADWAY
KAIKOHE
NORTHLAND 0405",Northland,New Zealand,"THE KAIKOHE AND DISTRICT MEMORIAL RSA INCORPORATED 158 BROADWAY
KAIKOHE
NORTHLAND 0405 Northland New Zealand ",-35.409082,173.7968079
KAWAKAWA AND DISTRICT RSA,"29 ALBERT STREET
KAWAKAWA
NORTHLAND 0210",Northland,New Zealand,"KAWAKAWA AND DISTRICT RSA 29 ALBERT STREET
KAWAKAWA
NORTHLAND 0210 Northland New Zealand ",-35.3824868,174.0660131
GREYMOUTH RSA MEMORIAL CLUB,"181 TAINUI STREET
GREYMOUTH
GREY DISTRICT 7805",West Coast,New Zealand,"GREYMOUTH RSA MEMORIAL CLUB 181 TAINUI STREET
GREYMOUTH
GREY DISTRICT 7805 West Coast New Zealand ",-42.4561791,171.2071705
GREYMOUTH WMC AND MSA,"41 GUINESS STREET
GREYMOUTH
GREY DISTRICT 7805",West Coast,New Zealand,"GREYMOUTH WMC AND MSA 41 GUINESS STREET
GREYMOUTH
GREY DISTRICT 7805 West Coast New Zealand ",-42.4497442,171.2089557
RUNANGA WMC & MUTUAL SCHOOL OF ARTS,"CORNER PITT AND MCGOWAN STREETS
RUNANGA-RAPAHOE
GREY DISTRICT 7854",West Coast,New Zealand,"RUNANGA WMC & MUTUAL SCHOOL OF ARTS CORNER PITT AND MCGOWAN STREETS
RUNANGA-RAPAHOE
GREY DISTRICT 7854 West Coast New Zealand ",-42.3995721,171.2514687
FRANKTON JUNCTION BOWLING GREENS,"73 COMMERCE STREET
FRANKTON
HAMILTON 3204",Waikato,New Zealand,"FRANKTON JUNCTION BOWLING GREENS 73 COMMERCE STREET
FRANKTON
HAMILTON 3204 Waikato New Zealand ",-37.7867721,175.26742
THE STORTY BAR,"1014 HERETAUNGA STREET WEST
HASTINGS CENTRAL
HAWKES BAY 4201",Hawke's Bay,New Zealand,"THE STORTY BAR 1014 HERETAUNGA STREET WEST
HASTINGS CENTRAL
HAWKES BAY 4201 Hawke's Bay New Zealand ",-39.632012,176.832339
HAWARDEN TAVERN,"1 GLADSTONE STREET
HAWARDEN
CHRISTCHURCH 8274",Canterbury,New Zealand,"HAWARDEN TAVERN 1 GLADSTONE STREET
HAWARDEN
CHRISTCHURCH 8274 Canterbury New Zealand ",-42.9208947,172.6405403
2ND NZEF ASSOCIATION (SOUTHLAND BRANCH) INC,"177 DON STREET
INVERCARGILL CENTRAL
INVERCARGILL 9501",Southland,New Zealand,"2ND NZEF ASSOCIATION (SOUTHLAND BRANCH) INC 177 DON STREET
INVERCARGILL CENTRAL
INVERCARGILL 9501 Southland New Zealand ",-46.4109455,168.3594857
MANGAWHAI CLUB,"MOLESWORTH DRIVE
MANGAWHAI
NORTHLAND 0505",Northland,New Zealand,"MANGAWHAI CLUB MOLESWORTH DRIVE
MANGAWHAI
NORTHLAND 0505 Northland New Zealand ",-36.0989244,174.5874401
MAUNGATUROTO HOTEL,"35 HURNDAL STREET
MAUNGATUROTO
NORTHLAND 0520",Northland,New Zealand,"MAUNGATUROTO HOTEL 35 HURNDAL STREET
MAUNGATUROTO
NORTHLAND 0520 Northland New Zealand ",-36.1043131,174.3648299
RUAWAI BOWLING CLUB,"2 REEVE STREET
RUAWAI
NORTHLAND 0530",Northland,New Zealand,"RUAWAI BOWLING CLUB 2 REEVE STREET
RUAWAI
NORTHLAND 0530 Northland New Zealand ",-36.1355324,174.0221628
PUNTERS CORNER SPORTS BAR AND TAB,"2 MAIN STREET
OTAKI
KAPITI COAST 5560",Wellington,New Zealand,"PUNTERS CORNER SPORTS BAR AND TAB 2 MAIN STREET
OTAKI
KAPITI COAST 5560 Wellington New Zealand ",-40.7516571,175.1377202
EASTBOURNE SPORTS & SERVICES CLUB,"H W SHORTT PARK TUATORU STREET
EASTBOURNE
LOWER HUTT 6008",Wellington,New Zealand,"EASTBOURNE SPORTS & SERVICES CLUB H W SHORTT PARK TUATORU STREET
EASTBOURNE
LOWER HUTT 6008 Wellington New Zealand ",-41.294795,174.8942453
NAENAE BOWLING CLUB INCORPORATED,"135 WITAKO STREET
NAENAE
LOWER HUTT 5011
NEW ZEALAND",Wellington,New Zealand,"NAENAE BOWLING CLUB INCORPORATED 135 WITAKO STREET
NAENAE
LOWER HUTT 5011
NEW ZEALAND Wellington New Zealand ",-41.2008333,174.9486111
PARK AVENUE BOWLING CLUB,"TREADWELL STREET
NAENAE
LOWER HUTT 6009",Wellington,New Zealand,"PARK AVENUE BOWLING CLUB TREADWELL STREET
NAENAE
LOWER HUTT 6009 Wellington New Zealand ",-41.2008333,174.9486111
RANGITIKEI CLUB,"10-12 BOWEN STREET
FEILDING
MANAWATU 5600",Manawatu-Wanganui,New Zealand,"RANGITIKEI CLUB 10-12 BOWEN STREET
FEILDING
MANAWATU 5600 Manawatu-Wanganui New Zealand ",-40.2256278,175.5623879
PICTON RETURNED SERVICES ASSOCIATION,"66 WELLINGTON STREET
PICTON
MARLBOROUGH 7372",Marlborough,New Zealand,"PICTON RETURNED SERVICES ASSOCIATION 66 WELLINGTON STREET
PICTON
MARLBOROUGH 7372 Marlborough New Zealand ",-41.2914407,174.0081732
PADDY BARRY'S IRISH BAR,"51 SCOTT STREET
BLENHEIM
MARLBOROUGH 7273",Marlborough,New Zealand,"PADDY BARRY'S IRISH BAR 51 SCOTT STREET
BLENHEIM
MARLBOROUGH 7273 Marlborough New Zealand ",-41.5162565,173.9571197
Oxleys Rock Bar & Cafe,"1 WELLINGTON STREET
PICTON
MARLBOROUGH 7372",Marlborough,New Zealand,"Oxleys Rock Bar & Cafe 1 WELLINGTON STREET
PICTON
MARLBOROUGH 7372 Marlborough New Zealand ",-41.2893106,174.008024
TOOT & WHISTLE INN,"7 AUCKLAND STREET
PICTON
MARLBOROUGH 7372",Marlborough,New Zealand,"TOOT & WHISTLE INN 7 AUCKLAND STREET
PICTON
MARLBOROUGH 7372 Marlborough New Zealand ",-41.2887613,174.0051309
THE ROYAL HOTEL,"152 BRIDGE STREET
NELSON CENTRAL
NELSON 7010
NEW ZEALAND",Nelson,New Zealand,"THE ROYAL HOTEL 152 BRIDGE STREET
NELSON CENTRAL
NELSON 7010
NEW ZEALAND Nelson New Zealand ",-41.272805,173.286804
INGLEWOOD CLUB,"35 MOA STREET
INGLEWOOD
TARANAKI 4651",Taranaki,New Zealand,"INGLEWOOD CLUB 35 MOA STREET
INGLEWOOD
TARANAKI 4651 Taranaki New Zealand ",-39.1559265,174.2074687
THE BLACK HARP,"CORNER DEVON AND GOVER STREETS
NEW PLYMOUTH CENTRAL
NEW PLYMOUTH 4310",Taranaki,New Zealand,"THE BLACK HARP CORNER DEVON AND GOVER STREETS
NEW PLYMOUTH CENTRAL
NEW PLYMOUTH 4310 Taranaki New Zealand ",-39.0588873,174.0802537
The Daily,"CORNER MAIN STREET AND THE SQUARE
PALMERSTON NORTH CENTRAL
PALMERSTON NORTH 5301",Manawatu-Wanganui,New Zealand,"The Daily CORNER MAIN STREET AND THE SQUARE
PALMERSTON NORTH CENTRAL
PALMERSTON NORTH 5301 Manawatu-Wanganui New Zealand ",-40.3557104,175.6120677
THE FRANKTON ALE HOUSE,"CORNER STATE HIGHWAY 6 AND GRAY STREET
FRANKTON
OTAGO 9197",Otago,New Zealand,"THE FRANKTON ALE HOUSE CORNER STATE HIGHWAY 6 AND GRAY STREET
FRANKTON
OTAGO 9197 Otago New Zealand ",-45.0163239,168.7313949
WANAKA DISTRICTS CLUB,"45 PLANTATION ROAD
WANAKA
OTAGO 9305",Otago,New Zealand,"WANAKA DISTRICTS CLUB 45 PLANTATION ROAD
WANAKA
OTAGO 9305 Otago New Zealand ",-44.6906598,169.1397104
BULLS RETURNED SERVICES ASSOCIATION,"55 HIGH STREET
BULLS
MANAWATU 4818
NEW ZEALAND",Manawatu-Wanganui,New Zealand,"BULLS RETURNED SERVICES ASSOCIATION 55 HIGH STREET
BULLS
MANAWATU 4818
NEW ZEALAND Manawatu-Wanganui New Zealand ",-40.1737859,175.3866765
MARTON HOTEL,"CORNER HAMMOND STREET AND BROADWAY
MARTON
MANAWATU 5460",Manawatu-Wanganui,New Zealand,"MARTON HOTEL CORNER HAMMOND STREET AND BROADWAY
MARTON
MANAWATU 5460 Manawatu-Wanganui New Zealand ",-40.0793203,175.3792768
GORGE ROAD COUNTRY CLUB,"CORNER STATE HIGHWAY 92 AND MORTON MAINS ROAD
WAITUNA
INVERCARGILL 9521",Southland,New Zealand,"GORGE ROAD COUNTRY CLUB CORNER STATE HIGHWAY 92 AND MORTON MAINS ROAD
WAITUNA
INVERCARGILL 9521 Southland New Zealand ",-46.4700965,168.6995544
SETTLER'S ARMS TAVERN,"MATAMAU & ORMONDVILLE ROAD
ORMONDVILLE
MANAWATU 5491",Manawatu-Wanganui,New Zealand,"SETTLER'S ARMS TAVERN MATAMAU & ORMONDVILLE ROAD
ORMONDVILLE
MANAWATU 5491 Manawatu-Wanganui New Zealand ",-40.1113611,176.2648287
TONGARIRO CHARTERED CLUB,"KATAPO STREET
TURANGI
TAUPO DISTRICT 3353",Waikato,New Zealand,"TONGARIRO CHARTERED CLUB KATAPO STREET
TURANGI
TAUPO DISTRICT 3353 Waikato New Zealand ",-38.9884334,175.8132946
Mount Sports Bar,"70 Maunganui Road
MT MAUNGANUI
BAY OF PLENTY 3116
NEW ZEALAND",Bay of Plenty,New Zealand,"Mount Sports Bar 70 Maunganui Road
MT MAUNGANUI
BAY OF PLENTY 3116
NEW ZEALAND Bay of Plenty New Zealand ",-37.6355489,176.1820333
GERALDINE TOWN & COUNTRY CLUB INC,"190 TALBOT STREET
GERALDINE
CANTERBURY 8751",Canterbury,New Zealand,"GERALDINE TOWN & COUNTRY CLUB INC 190 TALBOT STREET
GERALDINE
CANTERBURY 8751 Canterbury New Zealand ",-44.1038301,171.2445071
SOUTH CANTERBURY RETURNED SERVICES ASSOCIATION,"21 WAI-ITI ROAD
TIMARU
TIMARU 7910",Canterbury,New Zealand,"SOUTH CANTERBURY RETURNED SERVICES ASSOCIATION 21 WAI-ITI ROAD
TIMARU
TIMARU 7910 Canterbury New Zealand ",-44.3906263,171.242879
THE SAIL,"51 SOPHIA STREET
TIMARU
TIMARU 7910",Canterbury,New Zealand,"THE SAIL 51 SOPHIA STREET
TIMARU
TIMARU 7910 Canterbury New Zealand ",-44.3957148,171.2511877
The Little Totara,"1 TURON CRESCENT
TOTARA PARK
UPPER HUTT 5018",Wellington,New Zealand,"The Little Totara 1 TURON CRESCENT
TOTARA PARK
UPPER HUTT 5018 Wellington New Zealand ",-41.1103467,175.0817943
OTEMATATA DISTRICT CLUB,"SEFTON LANE
OTEMATATA
NORTH OTAGO 8950",Canterbury,New Zealand,"OTEMATATA DISTRICT CLUB SEFTON LANE
OTEMATATA
NORTH OTAGO 8950 Canterbury New Zealand ",-44.6034496,170.1920259
IL BORDELLO,"146 VIVIAN STREET
WELLINGTON CENTRAL
WELLINGTON 6011",Wellington,New Zealand,"IL BORDELLO 146 VIVIAN STREET
WELLINGTON CENTRAL
WELLINGTON 6011 Wellington New Zealand ",-41.294869,174.7755351
EVA BEVA,"31-35 DIXON STREET
TE ARO
WELLINGTON 6001",Wellington,New Zealand,"EVA BEVA 31-35 DIXON STREET
TE ARO
WELLINGTON 6001 Wellington New Zealand ",-41.2921422,174.7775382
Te Puke Club,"14 KING STREET
TE PUKE
BAY OF PLENTY 3071",Bay of Plenty,New Zealand,"Te Puke Club 14 KING STREET
TE PUKE
BAY OF PLENTY 3071 Bay of Plenty New Zealand ",-37.7841598,176.3269382
KAMO CLUB,"7-11 MELDRUM STREET
KAMO
NORTHLAND 0141",Northland,New Zealand,"KAMO CLUB 7-11 MELDRUM STREET
KAMO
NORTHLAND 0141 Northland New Zealand ",-35.6749725,174.3081474
NGUNGURU SPORTS COMPLEX,"KOPIPI CRESCENT
WHANGAREI CENTRAL
NORTHLAND 0110",Northland,New Zealand,"NGUNGURU SPORTS COMPLEX KOPIPI CRESCENT
WHANGAREI CENTRAL
NORTHLAND 0110 Northland New Zealand ",-35.6284313,174.5041591
NORTHLAND CLUB INC,"8 POROWINI AVENUE
WHANGAREI CENTRAL
NORTHLAND 0110",Northland,New Zealand,"NORTHLAND CLUB INC 8 POROWINI AVENUE
WHANGAREI CENTRAL
NORTHLAND 0110 Northland New Zealand ",-35.7295517,174.3162329
CHURCHILL CLUB OF GLENDOWIE,"259 RIDDELL ROAD
GLENDOWIE
AUCKLAND 1071",Auckland,New Zealand,"CHURCHILL CLUB OF GLENDOWIE 259 RIDDELL ROAD
GLENDOWIE
AUCKLAND 1071 Auckland New Zealand ",-36.861908,174.8804184
PAPATOETOE HUNTERS CORNER BOWLING CLUB INCORPORATED,"247 GREAT SOUTH ROAD
PAPATOETOE
AUCKLAND 2025",Auckland,New Zealand,"PAPATOETOE HUNTERS CORNER BOWLING CLUB INCORPORATED 247 GREAT SOUTH ROAD
PAPATOETOE
AUCKLAND 2025 Auckland New Zealand ",-36.9723011,174.8622926
KAIPARA MEMORIAL RSA,"49 COMMERCIAL ROAD
HELENSVILLE
RODNEY DISTRICT 0800",Auckland,New Zealand,"KAIPARA MEMORIAL RSA 49 COMMERCIAL ROAD
HELENSVILLE
RODNEY DISTRICT 0800 Auckland New Zealand ",-36.6765532,174.4509408
NORTH SHORE COSMOPOLITAN CLUB INC,"65 PAUL MATTHEW ROAD
ALBANY
NORTH SHORE CITY 0632",Auckland,New Zealand,"NORTH SHORE COSMOPOLITAN CLUB INC 65 PAUL MATTHEW ROAD
ALBANY
NORTH SHORE CITY 0632 Auckland New Zealand ",-36.7512183,174.7139445
THE ROCK WAIHEKE,"11 BELGIUM STREET
OSTEND
AUCKLAND 1081
NEW ZEALAND",Auckland,New Zealand,"THE ROCK WAIHEKE 11 BELGIUM STREET
OSTEND
AUCKLAND 1081
NEW ZEALAND Auckland New Zealand ",-36.7959553,175.0451593
WINNERS SPORTS TAVERN,"12 COMMERCE STREET
AUCKLAND CENTRAL
AUCKLAND 1010",Auckland,New Zealand,"WINNERS SPORTS TAVERN 12 COMMERCE STREET
AUCKLAND CENTRAL
AUCKLAND 1010 Auckland New Zealand ",-36.8456925,174.767967
AVONDALE BOWLING CLUB,"15 HIGHBURY STREET
AVONDALE
AUCKLAND 1026",Auckland,New Zealand,"AVONDALE BOWLING CLUB 15 HIGHBURY STREET
AVONDALE
AUCKLAND 1026 Auckland New Zealand ",-36.8924979,174.6949661
STAR TAVERN,"6 LIGHTHOUSE ROAD
CAPE FOULWIND
BULLER 7621",West Coast,New Zealand,"STAR TAVERN 6 LIGHTHOUSE ROAD
CAPE FOULWIND
BULLER 7621 West Coast New Zealand ",-41.749733,171.4818784
SANDFORD ARMS TAVERN,"BRIDGE STREET
ONGAONGA
HAWKES BAY 4170",Hawke's Bay,New Zealand,"SANDFORD ARMS TAVERN BRIDGE STREET
ONGAONGA
HAWKES BAY 4170 Hawke's Bay New Zealand ",-39.9118804,176.4156699
GISBORNE 2ND NZEF ASSOCIATION,"333 PALMERSTON ROAD
GISBORNE CENTRAL
GISBORNE 4010",Gisborne,New Zealand,"GISBORNE 2ND NZEF ASSOCIATION 333 PALMERSTON ROAD
GISBORNE CENTRAL
GISBORNE 4010 Gisborne New Zealand ",-38.6609252,178.0218435
STILLWATER HOTEL,"1376 STATE HIGHWAY 7
STILLWATER
GREYMOUTH 7805",West Coast,New Zealand,"STILLWATER HOTEL 1376 STATE HIGHWAY 7
STILLWATER
GREYMOUTH 7805 West Coast New Zealand ",-42.43727,171.350306
THE QUADRANT,"CORNER ALMA AND VICTORIA STREETS
HAMILTON CENTRAL
HAMILTON 3204",Waikato,New Zealand,"THE QUADRANT CORNER ALMA AND VICTORIA STREETS
HAMILTON CENTRAL
HAMILTON 3204 Waikato New Zealand ",-37.7865538,175.2818637
Sand Bar,"27 Collingwood Street
HAMILTON CENTRAL
HAMILTON 3204
NEW ZEALAND",Waikato,New Zealand,"Sand Bar 27 Collingwood Street
HAMILTON CENTRAL
HAMILTON 3204
NEW ZEALAND Waikato New Zealand ",-37.7907132,175.284862
HASTINGS RETURNED SERVICES ASSOCIATION CLUB,"AVENUE ROAD WEST
HASTINGS CENTRAL
HAWKES BAY 4201",Hawke's Bay,New Zealand,"HASTINGS RETURNED SERVICES ASSOCIATION CLUB AVENUE ROAD WEST
HASTINGS CENTRAL
HAWKES BAY 4201 Hawke's Bay New Zealand ",-39.6360085,176.8406133
WAIKIWI TAVERN,"35 GIMBLETT STREET
WAIKIWI
INVERCARGILL 9501",Southland,New Zealand,"WAIKIWI TAVERN 35 GIMBLETT STREET
WAIKIWI
INVERCARGILL 9501 Southland New Zealand ",-46.3817297,168.3476517
MAKAREWA COUNTRY CLUB,"CORNER STATE HIGHWAY 6 AND POMONA ROAD
MAKAREWA
INVERCARGILL 9521",Southland,New Zealand,"MAKAREWA COUNTRY CLUB CORNER STATE HIGHWAY 6 AND POMONA ROAD
MAKAREWA
INVERCARGILL 9521 Southland New Zealand ",-46.3364865,168.3486678
ROBBIES BAR & BISTRO KAIKOURA,"134 BEACH ROAD
KAIKOURA TOWNSHIP
CANTERBURY 8280",Canterbury,New Zealand,"ROBBIES BAR & BISTRO KAIKOURA 134 BEACH ROAD
KAIKOURA TOWNSHIP
CANTERBURY 8280 Canterbury New Zealand ",-42.3867084,173.6793483
PAPAROA HOTEL,"MAIN ROAD STATE HIGHWAY 12
PAPAROA
NORTHLAND 0585",Northland,New Zealand,"PAPAROA HOTEL MAIN ROAD STATE HIGHWAY 12
PAPAROA
NORTHLAND 0585 Northland New Zealand ",-36.1029919,174.2324743
PARAPARAUMU RSA CLUB,"110 AMOHIA STREET
PARAPARAUMU
KAPITI COAST 5032
NEW ZEALAND",Wellington,New Zealand,"PARAPARAUMU RSA CLUB 110 AMOHIA STREET
PARAPARAUMU
KAPITI COAST 5032
NEW ZEALAND Wellington New Zealand ",-40.8936833,174.9796723
PARROT & JIGGER,"BUILDING 3 499-509 HUTT ROAD
LOWER HUTT CENTRAL
LOWER HUTT 5010",Wellington,New Zealand,"PARROT & JIGGER BUILDING 3 499-509 HUTT ROAD
LOWER HUTT CENTRAL
LOWER HUTT 5010 Wellington New Zealand ",-41.2119636,174.8899519
WHISTLESTOP TAB & BAR,"BUILDING 2 499-509 HUTT ROAD
LOWER HUTT CENTRAL
LOWER HUTT 5010",Wellington,New Zealand,"WHISTLESTOP TAB & BAR BUILDING 2 499-509 HUTT ROAD
LOWER HUTT CENTRAL
LOWER HUTT 5010 Wellington New Zealand ",-41.212156,174.890135
TAITA RETURNED SERVICES ASSOCIATION,"14 TOCKER STREET
TAITA
LOWER HUTT 5011",Wellington,New Zealand,"TAITA RETURNED SERVICES ASSOCIATION 14 TOCKER STREET
TAITA
LOWER HUTT 5011 Wellington New Zealand ",-41.1712952,174.9848972
MASTERTON COSMOPOLITAN CLUB,"195-197 CHAPEL STREET
MASTERTON
MASTERTON DISTRICT 5840",Wellington,New Zealand,"MASTERTON COSMOPOLITAN CLUB 195-197 CHAPEL STREET
MASTERTON
MASTERTON DISTRICT 5840 Wellington New Zealand ",-40.9558175,175.6512487
TE AROHA CLUB INCORPORATED,"42 CENTENNIAL AVENUE
TE AROHA
WAIKATO 3320",Waikato,New Zealand,"TE AROHA CLUB INCORPORATED 42 CENTENNIAL AVENUE
TE AROHA
WAIKATO 3320 Waikato New Zealand ",-37.532817,175.7075558
Guffle Bar,"29A Hastings Street
NAPIER CITY
NAPIER 4110
NEW ZEALAND",Hawke's Bay,New Zealand,"Guffle Bar 29A Hastings Street
NAPIER CITY
NAPIER 4110
NEW ZEALAND Hawke's Bay New Zealand ",-39.4890181,176.9177577
THE VERDICT,"189 BRIDGE STREET
NELSON CENTRAL
NELSON 7001",Nelson,New Zealand,"THE VERDICT 189 BRIDGE STREET
NELSON CENTRAL
NELSON 7001 Nelson New Zealand ",-41.272465,173.2886025
